,subject,sensor_id,hrs_to_calving,variables,value
37786,2573BL,BL,10,lying_bouts,1
37787,2573BL,BL,11,lying_bouts,1
37788,2573BL,BL,12,lying_bouts,1
37789,2573BL,BL,13,lying_bouts,0
37790,2573BL,BL,14,lying_bouts,0
37791,2573BL,BL,15,lying_bouts,1
37792,2573BL,BL,16,lying_bouts,0
37793,2573BL,BL,17,lying_bouts,1
37794,2573BL,BL,18,lying_bouts,1
37795,2573BL,BL,19,lying_bouts,1
37796,2573BL,BL,20,lying_bouts,0
37797,2573BL,BL,21,lying_bouts,1
37798,2573BL,BL,22,lying_bouts,0
37799,2573BL,BL,23,lying_bouts,0
37800,2573BR,BR,-48,lying_bouts,1
37801,2573BR,BR,-47,lying_bouts,0
37802,2573BR,BR,-46,lying_bouts,1
37803,2573BR,BR,-45,lying_bouts,1
37804,2573BR,BR,-44,lying_bouts,1
37805,2573BR,BR,-43,lying_bouts,1
37806,2573BR,BR,-42,lying_bouts,1
37807,2573BR,BR,-41,lying_bouts,2
37808,2573BR,BR,-40,lying_bouts,2
37809,2573BR,BR,-39,lying_bouts,0
37810,2573BR,BR,-38,lying_bouts,0
37811,2573BR,BR,-37,lying_bouts,1
37812,2573BR,BR,-36,lying_bouts,0
37813,2573BR,BR,-35,lying_bouts,0
37814,2573BR,BR,-34,lying_bouts,0
37815,2573BR,BR,-33,lying_bouts,1
37816,2573BR,BR,-32,lying_bouts,0
37817,2573BR,BR,-31,lying_bouts,0
37818,2573BR,BR,-30,lying_bouts,0
37819,2573BR,BR,-29,lying_bouts,0
37820,2573BR,BR,-28,lying_bouts,0
37821,2573BR,BR,-27,lying_bouts,1
37822,2573BR,BR,-26,lying_bouts,0
37823,2573BR,BR,-25,lying_bouts,1
37824,2573BR,BR,-24,lying_bouts,1
37825,2573BR,BR,-23,lying_bouts,1
37826,2573BR,BR,-22,lying_bouts,0
37827,2573BR,BR,-21,lying_bouts,1
37828,2573BR,BR,-20,lying_bouts,0
37829,2573BR,BR,-19,lying_bouts,1
37830,2573BR,BR,-18,lying_bouts,1
37831,2573BR,BR,-17,lying_bouts,1
37832,2573BR,BR,-16,lying_bouts,0
37833,2573BR,BR,-15,lying_bouts,0
37834,2573BR,BR,-14,lying_bouts,0
37835,2573BR,BR,-13,lying_bouts,0
37836,2573BR,BR,-12,lying_bouts,0
37837,2573BR,BR,-11,lying_bouts,0
37838,2573BR,BR,-10,lying_bouts,1
37839,2573BR,BR,-9,lying_bouts,0
37840,2573BR,BR,-8,lying_bouts,0
37841,2573BR,BR,-7,lying_bouts,1
37842,2573BR,BR,-6,lying_bouts,0
37843,2573BR,BR,-5,lying_bouts,0
37844,2573BR,BR,-4,lying_bouts,1
37845,2573BR,BR,-3,lying_bouts,0
37846,2573BR,BR,-2,lying_bouts,0
37847,2573BR,BR,-1,lying_bouts,2
37848,2573BR,BR,0,lying_bouts,0
37849,2573BR,BR,1,lying_bouts,1
37850,2573BR,BR,2,lying_bouts,0
37851,2573BR,BR,3,lying_bouts,1
37852,2573BR,BR,4,lying_bouts,0
37853,2573BR,BR,5,lying_bouts,1
37854,2573BR,BR,6,lying_bouts,0
37855,2573BR,BR,7,lying_bouts,1
37856,2573BR,BR,8,lying_bouts,0
37857,2573BR,BR,9,lying_bouts,0
37858,2573BR,BR,10,lying_bouts,0
37859,2573BR,BR,11,lying_bouts,0
37860,2573BR,BR,12,lying_bouts,0
37861,2573BR,BR,13,lying_bouts,0
37862,2573BR,BR,14,lying_bouts,0
37863,2573BR,BR,15,lying_bouts,0
37864,2573BR,BR,16,lying_bouts,1
37865,2573BR,BR,17,lying_bouts,0
37866,2573BR,BR,18,lying_bouts,2
37867,2573BR,BR,19,lying_bouts,2
37868,2573BR,BR,20,lying_bouts,0
37869,2573BR,BR,21,lying_bouts,1
37870,2573BR,BR,22,lying_bouts,1
37871,2573BR,BR,23,lying_bouts,0
37872,2573FL,FL,-48,lying_bouts,2
37873,2573FL,FL,-47,lying_bouts,0
37874,2573FL,FL,-46,lying_bouts,1
37875,2573FL,FL,-45,lying_bouts,0
37876,2573FL,FL,-44,lying_bouts,0
37877,2573FL,FL,-43,lying_bouts,0
37878,2573FL,FL,-42,lying_bouts,1
37879,2573FL,FL,-41,lying_bouts,0
37880,2573FL,FL,-40,lying_bouts,0
37881,2573FL,FL,-39,lying_bouts,0
37882,2573FL,FL,-38,lying_bouts,0
37883,2573FL,FL,-37,lying_bouts,0
37884,2573FL,FL,-36,lying_bouts,0
37885,2573FL,FL,-35,lying_bouts,0
37886,2573FL,FL,-34,lying_bouts,0
37887,2573FL,FL,-33,lying_bouts,1
37888,2573FL,FL,-32,lying_bouts,0
37889,2573FL,FL,-31,lying_bouts,1
37890,2573FL,FL,-30,lying_bouts,0
37891,2573FL,FL,-29,lying_bouts,1
37892,2573FL,FL,-28,lying_bouts,0
37893,2573FL,FL,-27,lying_bouts,0
37894,2573FL,FL,-26,lying_bouts,1
37895,2573FL,FL,-25,lying_bouts,0
37896,2573FL,FL,-24,lying_bouts,2
37897,2573FL,FL,-23,lying_bouts,2
37898,2573FL,FL,-22,lying_bouts,1
37899,2573FL,FL,-21,lying_bouts,0
37900,2573FL,FL,-20,lying_bouts,0
37901,2573FL,FL,-19,lying_bouts,0
37902,2573FL,FL,-18,lying_bouts,1
37903,2573FL,FL,-17,lying_bouts,0
37904,2573FL,FL,-16,lying_bouts,0
37905,2573FL,FL,-15,lying_bouts,1
37906,2573FL,FL,-14,lying_bouts,0
37907,2573FL,FL,-13,lying_bouts,0
37908,2573FL,FL,-12,lying_bouts,1
37909,2573FL,FL,-11,lying_bouts,0
37910,2573FL,FL,-10,lying_bouts,0
37911,2573FL,FL,-9,lying_bouts,1
37912,2573FL,FL,-8,lying_bouts,1
37913,2573FL,FL,-7,lying_bouts,1
37914,2573FL,FL,-6,lying_bouts,0
37915,2573FL,FL,-5,lying_bouts,1
37916,2573FL,FL,-4,lying_bouts,1
37917,2573FL,FL,-3,lying_bouts,1
37918,2573FL,FL,-2,lying_bouts,2
37919,2573FL,FL,-1,lying_bouts,2
37920,2573FL,FL,0,lying_bouts,0
37921,2573FL,FL,1,lying_bouts,0
37922,2573FL,FL,2,lying_bouts,1
37923,2573FL,FL,3,lying_bouts,3
37924,2573FL,FL,4,lying_bouts,2
37925,2573FL,FL,5,lying_bouts,1
37926,2573FL,FL,6,lying_bouts,1
37927,2573FL,FL,7,lying_bouts,0
37928,2573FL,FL,8,lying_bouts,1
37929,2573FL,FL,9,lying_bouts,0
37930,2573FL,FL,10,lying_bouts,1
37931,2573FL,FL,11,lying_bouts,1
37932,2573FL,FL,12,lying_bouts,1
37933,2573FL,FL,13,lying_bouts,0
37934,2573FL,FL,14,lying_bouts,0
37935,2573FL,FL,15,lying_bouts,1
37936,2573FL,FL,16,lying_bouts,1
37937,2573FL,FL,17,lying_bouts,0
37938,2573FL,FL,18,lying_bouts,1
37939,2573FL,FL,19,lying_bouts,1
37940,2573FL,FL,20,lying_bouts,0
37941,2573FL,FL,21,lying_bouts,1
37942,2573FL,FL,22,lying_bouts,0
37943,2573FL,FL,23,lying_bouts,1
37944,2609BL,BL,-58,lying_bouts,1
37945,2609BL,BL,-57,lying_bouts,0
37946,2609BL,BL,-56,lying_bouts,1
37947,2609BL,BL,-55,lying_bouts,1
37948,2609BL,BL,-54,lying_bouts,0
37949,2609BL,BL,-53,lying_bouts,0
37950,2609BL,BL,-52,lying_bouts,1
37951,2609BL,BL,-51,lying_bouts,1
37952,2609BL,BL,-50,lying_bouts,0
37953,2609BL,BL,-49,lying_bouts,1
37954,2609BL,BL,-48,lying_bouts,1
37955,2609BL,BL,-47,lying_bouts,1
37956,2609BL,BL,-46,lying_bouts,1
37957,2609BL,BL,-45,lying_bouts,0
37958,2609BL,BL,-44,lying_bouts,1
37959,2609BL,BL,-43,lying_bouts,1
37960,2609BL,BL,-42,lying_bouts,1
37961,2609BL,BL,-41,lying_bouts,1
37962,2609BL,BL,-40,lying_bouts,1
37963,2609BL,BL,-39,lying_bouts,1
37964,2609BL,BL,-38,lying_bouts,0
37965,2609BL,BL,-37,lying_bouts,1
37966,2609BL,BL,-36,lying_bouts,1
37967,2609BL,BL,-35,lying_bouts,0
37968,2609BL,BL,662,lying_bouts,1
37969,2609BL,BL,663,lying_bouts,0
37970,2609BL,BL,664,lying_bouts,0
37971,2609BL,BL,665,lying_bouts,0
37972,2609BL,BL,666,lying_bouts,0
37973,2609BL,BL,667,lying_bouts,0
37974,2609BL,BL,668,lying_bouts,1
37975,2609BL,BL,669,lying_bouts,1
37976,2609BL,BL,670,lying_bouts,0
37977,2609BL,BL,671,lying_bouts,1
37978,2609BL,BL,672,lying_bouts,2
37979,2609BL,BL,673,lying_bouts,0
37980,2609BL,BL,674,lying_bouts,2
37981,2609BL,BL,675,lying_bouts,0
37982,2609BL,BL,676,lying_bouts,1
37983,2609BL,BL,677,lying_bouts,1
37984,2609BL,BL,678,lying_bouts,1
37985,2609BL,BL,679,lying_bouts,2
37986,2609BL,BL,680,lying_bouts,2
37987,2609BL,BL,681,lying_bouts,0
37988,2609BL,BL,682,lying_bouts,2
37989,2609BL,BL,683,lying_bouts,3
37990,2609BL,BL,684,lying_bouts,1
37991,2609BL,BL,685,lying_bouts,3
37992,2609BL,BL,1406,lying_bouts,3
37993,2609BL,BL,1407,lying_bouts,3
37994,2609BL,BL,1408,lying_bouts,1
37995,2609BL,BL,1409,lying_bouts,3
37996,2609BL,BL,1410,lying_bouts,2
37997,2609BL,BL,1411,lying_bouts,0
37998,2609BL,BL,1412,lying_bouts,0
37999,2609BL,BL,1413,lying_bouts,0
38000,2609BL,BL,1414,lying_bouts,0
38001,2609BL,BL,1415,lying_bouts,0
38002,2609BL,BL,1416,lying_bouts,0
38003,2609BL,BL,1417,lying_bouts,0
38004,2609BL,BL,1418,lying_bouts,0
38005,2609BL,BL,1419,lying_bouts,0
38006,2609BL,BL,1420,lying_bouts,1
38007,2609BL,BL,1421,lying_bouts,0
38008,2609BL,BL,1422,lying_bouts,1
38009,2609BL,BL,1423,lying_bouts,1
38010,2609BL,BL,1424,lying_bouts,1
38011,2609BL,BL,1425,lying_bouts,0
38012,2609BL,BL,1426,lying_bouts,1
38013,2609BL,BL,1427,lying_bouts,1
38014,2609BL,BL,1428,lying_bouts,1
38015,2609BL,BL,1429,lying_bouts,1
38016,2609BR,BR,-58,lying_bouts,1
38017,2609BR,BR,-57,lying_bouts,0
38018,2609BR,BR,-56,lying_bouts,1
38019,2609BR,BR,-55,lying_bouts,1
38020,2609BR,BR,-54,lying_bouts,0
38021,2609BR,BR,-53,lying_bouts,0
38022,2609BR,BR,-52,lying_bouts,1
38023,2609BR,BR,-51,lying_bouts,1
38024,2609BR,BR,-50,lying_bouts,0
38025,2609BR,BR,-49,lying_bouts,1
38026,2609BR,BR,-48,lying_bouts,1
38027,2609BR,BR,-47,lying_bouts,1
38028,2609BR,BR,-46,lying_bouts,1
38029,2609BR,BR,-45,lying_bouts,0
38030,2609BR,BR,-44,lying_bouts,1
38031,2609BR,BR,-43,lying_bouts,1
38032,2609BR,BR,-42,lying_bouts,1
38033,2609BR,BR,-41,lying_bouts,1
38034,2609BR,BR,-40,lying_bouts,1
38035,2609BR,BR,-39,lying_bouts,1
38036,2609BR,BR,-38,lying_bouts,0
38037,2609BR,BR,-37,lying_bouts,1
38038,2609BR,BR,-36,lying_bouts,1
38039,2609BR,BR,-35,lying_bouts,0
38040,2609BR,BR,662,lying_bouts,1
38041,2609BR,BR,663,lying_bouts,0
38042,2609BR,BR,664,lying_bouts,0
38043,2609BR,BR,665,lying_bouts,0
38044,2609BR,BR,666,lying_bouts,1
38045,2609BR,BR,667,lying_bouts,0
38046,2609BR,BR,668,lying_bouts,1
38047,2609BR,BR,669,lying_bouts,1
38048,2609BR,BR,670,lying_bouts,0
38049,2609BR,BR,671,lying_bouts,1
38050,2609BR,BR,672,lying_bouts,1
38051,2609BR,BR,673,lying_bouts,1
38052,2609BR,BR,674,lying_bouts,2
38053,2609BR,BR,675,lying_bouts,0
38054,2609BR,BR,676,lying_bouts,1
38055,2609BR,BR,677,lying_bouts,1
38056,2609BR,BR,678,lying_bouts,1
38057,2609BR,BR,679,lying_bouts,2
38058,2609BR,BR,680,lying_bouts,2
38059,2609BR,BR,681,lying_bouts,0
38060,2609BR,BR,682,lying_bouts,2
38061,2609BR,BR,683,lying_bouts,3
38062,2609BR,BR,684,lying_bouts,1
38063,2609BR,BR,685,lying_bouts,3
38064,2609BR,BR,1406,lying_bouts,3
38065,2609BR,BR,1407,lying_bouts,3
38066,2609BR,BR,1408,lying_bouts,1
38067,2609BR,BR,1409,lying_bouts,3
38068,2609BR,BR,1410,lying_bouts,2
38069,2609BR,BR,1411,lying_bouts,0
38070,2609BR,BR,1412,lying_bouts,0
38071,2609BR,BR,1413,lying_bouts,0
38072,2609BR,BR,1414,lying_bouts,0
38073,2609BR,BR,1415,lying_bouts,0
38074,2609BR,BR,1416,lying_bouts,0
38075,2609BR,BR,1417,lying_bouts,0
38076,2609BR,BR,1418,lying_bouts,0
38077,2609BR,BR,1419,lying_bouts,0
38078,2609BR,BR,1420,lying_bouts,1
38079,2609BR,BR,1421,lying_bouts,0
38080,2609BR,BR,1422,lying_bouts,1
38081,2609BR,BR,1423,lying_bouts,1
38082,2609BR,BR,1424,lying_bouts,1
38083,2609BR,BR,1425,lying_bouts,1
38084,2609BR,BR,1426,lying_bouts,1
38085,2609BR,BR,1427,lying_bouts,1
38086,2609BR,BR,1428,lying_bouts,1
38087,2609BR,BR,1429,lying_bouts,1
38088,2609FL,FL,-58,lying_bouts,1
38089,2609FL,FL,-57,lying_bouts,0
38090,2609FL,FL,-56,lying_bouts,1
38091,2609FL,FL,-55,lying_bouts,1
38092,2609FL,FL,-54,lying_bouts,0
38093,2609FL,FL,-53,lying_bouts,0
38094,2609FL,FL,-52,lying_bouts,1
38095,2609FL,FL,-51,lying_bouts,1
38096,2609FL,FL,-50,lying_bouts,0
38097,2609FL,FL,-49,lying_bouts,1
38098,2609FL,FL,-48,lying_bouts,1
38099,2609FL,FL,-47,lying_bouts,1
38100,2609FL,FL,-46,lying_bouts,1
38101,2609FL,FL,-45,lying_bouts,0
38102,2609FL,FL,-44,lying_bouts,1
38103,2609FL,FL,-43,lying_bouts,1
38104,2609FL,FL,-42,lying_bouts,1
38105,2609FL,FL,-41,lying_bouts,1
38106,2609FL,FL,-40,lying_bouts,1
38107,2609FL,FL,-39,lying_bouts,1
38108,2609FL,FL,-38,lying_bouts,0
38109,2609FL,FL,-37,lying_bouts,2
38110,2609FL,FL,-36,lying_bouts,1
38111,2609FL,FL,-35,lying_bouts,0
38112,2609FL,FL,662,lying_bouts,1
38113,2609FL,FL,663,lying_bouts,0
38114,2609FL,FL,664,lying_bouts,0
38115,2609FL,FL,665,lying_bouts,0
38116,2609FL,FL,666,lying_bouts,1
38117,2609FL,FL,667,lying_bouts,0
38118,2609FL,FL,668,lying_bouts,1
38119,2609FL,FL,669,lying_bouts,1
38120,2609FL,FL,670,lying_bouts,0
38121,2609FL,FL,671,lying_bouts,1
38122,2609FL,FL,672,lying_bouts,1
38123,2609FL,FL,673,lying_bouts,1
38124,2609FL,FL,674,lying_bouts,2
38125,2609FL,FL,675,lying_bouts,0
38126,2609FL,FL,676,lying_bouts,1
38127,2609FL,FL,677,lying_bouts,1
38128,2609FL,FL,678,lying_bouts,1
38129,2609FL,FL,679,lying_bouts,2
38130,2609FL,FL,680,lying_bouts,2
38131,2609FL,FL,681,lying_bouts,0
38132,2609FL,FL,682,lying_bouts,2
38133,2609FL,FL,683,lying_bouts,3
38134,2609FL,FL,684,lying_bouts,1
38135,2609FL,FL,685,lying_bouts,4
38136,2609FL,FL,1406,lying_bouts,3
38137,2609FL,FL,1407,lying_bouts,3
38138,2609FL,FL,1408,lying_bouts,1
38139,2609FL,FL,1409,lying_bouts,3
38140,2609FL,FL,1410,lying_bouts,1
38141,2609FL,FL,1411,lying_bouts,0
38142,2609FL,FL,1412,lying_bouts,0
38143,2609FL,FL,1413,lying_bouts,0
38144,2609FL,FL,1414,lying_bouts,0
38145,2609FL,FL,1415,lying_bouts,0
38146,2609FL,FL,1416,lying_bouts,0
38147,2609FL,FL,1417,lying_bouts,0
38148,2609FL,FL,1418,lying_bouts,0
38149,2609FL,FL,1419,lying_bouts,0
38150,2609FL,FL,1420,lying_bouts,1
38151,2609FL,FL,1421,lying_bouts,0
38152,2609FL,FL,1422,lying_bouts,1
38153,2609FL,FL,1423,lying_bouts,1
38154,2609FL,FL,1424,lying_bouts,1
38155,2609FL,FL,1425,lying_bouts,1
38156,2609FL,FL,1426,lying_bouts,1
38157,2609FL,FL,1427,lying_bouts,1
38158,2609FL,FL,1428,lying_bouts,1
38159,2609FL,FL,1429,lying_bouts,1
38160,2614BL,BL,-64,lying_bouts,0
38161,2614BL,BL,-63,lying_bouts,1
38162,2614BL,BL,-62,lying_bouts,0
38163,2614BL,BL,-61,lying_bouts,1
38164,2614BL,BL,-60,lying_bouts,0
38165,2614BL,BL,-59,lying_bouts,1
38166,2614BL,BL,-58,lying_bouts,2
38167,2614BL,BL,-57,lying_bouts,0
38168,2614BL,BL,-56,lying_bouts,1
38169,2614BL,BL,-55,lying_bouts,0
38170,2614BL,BL,-54,lying_bouts,0
38171,2614BL,BL,-53,lying_bouts,1
38172,2614BL,BL,-52,lying_bouts,1
38173,2614BL,BL,-51,lying_bouts,1
38174,2614BL,BL,-50,lying_bouts,0
38175,2614BL,BL,-49,lying_bouts,0
38176,2614BL,BL,-48,lying_bouts,1
38177,2614BL,BL,-47,lying_bouts,0
38178,2614BL,BL,-46,lying_bouts,0
38179,2614BL,BL,-45,lying_bouts,1
38180,2614BL,BL,-44,lying_bouts,1
38181,2614BL,BL,-43,lying_bouts,1
38182,2614BL,BL,-42,lying_bouts,1
38183,2614BL,BL,-41,lying_bouts,1
38184,2614BL,BL,-40,lying_bouts,0
38185,2614BL,BL,-39,lying_bouts,0
38186,2614BL,BL,-38,lying_bouts,0
38187,2614BL,BL,-37,lying_bouts,1
38188,2614BL,BL,-36,lying_bouts,0
38189,2614BL,BL,-35,lying_bouts,0
38190,2614BL,BL,-34,lying_bouts,0
38191,2614BL,BL,-33,lying_bouts,1
38192,2614BL,BL,-32,lying_bouts,0
38193,2614BL,BL,-31,lying_bouts,1
38194,2614BL,BL,-30,lying_bouts,0
38195,2614BL,BL,-29,lying_bouts,1
38196,2614BL,BL,-28,lying_bouts,0
38197,2614BL,BL,-27,lying_bouts,0
38198,2614BL,BL,-26,lying_bouts,0
38199,2614BL,BL,-25,lying_bouts,1
38200,2614BL,BL,-24,lying_bouts,0
38201,2614BL,BL,-23,lying_bouts,0
38202,2614BL,BL,-22,lying_bouts,1
38203,2614BL,BL,-21,lying_bouts,0
38204,2614BL,BL,-20,lying_bouts,1
38205,2614BL,BL,-19,lying_bouts,0
38206,2614BL,BL,-18,lying_bouts,1
38207,2614BL,BL,-17,lying_bouts,0
38208,2614BL,BL,-16,lying_bouts,0
38209,2614BL,BL,-15,lying_bouts,1
38210,2614BL,BL,-14,lying_bouts,1
38211,2614BL,BL,-13,lying_bouts,1
38212,2614BL,BL,-12,lying_bouts,2
38213,2614BL,BL,-11,lying_bouts,1
38214,2614BL,BL,-10,lying_bouts,1
38215,2614BL,BL,-9,lying_bouts,0
38216,2614BL,BL,-8,lying_bouts,0
38217,2614BL,BL,-7,lying_bouts,1
38218,2614BL,BL,-6,lying_bouts,1
38219,2614BL,BL,-5,lying_bouts,1
38220,2614BL,BL,-4,lying_bouts,2
38221,2614BL,BL,-3,lying_bouts,2
38222,2614BL,BL,-2,lying_bouts,1
38223,2614BL,BL,-1,lying_bouts,2
38224,2614BL,BL,0,lying_bouts,3
38225,2614BL,BL,1,lying_bouts,1
38226,2614BL,BL,2,lying_bouts,1
38227,2614BL,BL,3,lying_bouts,1
38228,2614BL,BL,4,lying_bouts,2
38229,2614BL,BL,5,lying_bouts,0
38230,2614BL,BL,6,lying_bouts,1
38231,2614BL,BL,7,lying_bouts,1
38232,2614BR,BR,-64,lying_bouts,0
38233,2614BR,BR,-63,lying_bouts,1
38234,2614BR,BR,-62,lying_bouts,0
38235,2614BR,BR,-61,lying_bouts,1
38236,2614BR,BR,-60,lying_bouts,0
38237,2614BR,BR,-59,lying_bouts,1
38238,2614BR,BR,-58,lying_bouts,2
38239,2614BR,BR,-57,lying_bouts,0
38240,2614BR,BR,-56,lying_bouts,1
38241,2614BR,BR,-55,lying_bouts,0
38242,2614BR,BR,-54,lying_bouts,0
38243,2614BR,BR,-53,lying_bouts,1
38244,2614BR,BR,-52,lying_bouts,1
38245,2614BR,BR,-51,lying_bouts,1
38246,2614BR,BR,-50,lying_bouts,0
38247,2614BR,BR,-49,lying_bouts,0
38248,2614BR,BR,-48,lying_bouts,1
38249,2614BR,BR,-47,lying_bouts,0
38250,2614BR,BR,-46,lying_bouts,0
38251,2614BR,BR,-45,lying_bouts,1
38252,2614BR,BR,-44,lying_bouts,1
38253,2614BR,BR,-43,lying_bouts,1
38254,2614BR,BR,-42,lying_bouts,1
38255,2614BR,BR,-41,lying_bouts,1
38256,2614BR,BR,-40,lying_bouts,0
38257,2614BR,BR,-39,lying_bouts,0
38258,2614BR,BR,-38,lying_bouts,0
38259,2614BR,BR,-37,lying_bouts,1
38260,2614BR,BR,-36,lying_bouts,0
38261,2614BR,BR,-35,lying_bouts,0
38262,2614BR,BR,-34,lying_bouts,0
38263,2614BR,BR,-33,lying_bouts,1
38264,2614BR,BR,-32,lying_bouts,0
38265,2614BR,BR,-31,lying_bouts,1
38266,2614BR,BR,-30,lying_bouts,0
38267,2614BR,BR,-29,lying_bouts,1
38268,2614BR,BR,-28,lying_bouts,0
38269,2614BR,BR,-27,lying_bouts,0
38270,2614BR,BR,-26,lying_bouts,0
38271,2614BR,BR,-25,lying_bouts,1
38272,2614BR,BR,-24,lying_bouts,0
38273,2614BR,BR,-23,lying_bouts,0
38274,2614BR,BR,-22,lying_bouts,1
38275,2614BR,BR,-21,lying_bouts,0
38276,2614BR,BR,-20,lying_bouts,1
38277,2614BR,BR,-19,lying_bouts,0
38278,2614BR,BR,-18,lying_bouts,1
38279,2614BR,BR,-17,lying_bouts,0
38280,2614BR,BR,-16,lying_bouts,0
38281,2614BR,BR,-15,lying_bouts,1
38282,2614BR,BR,-14,lying_bouts,1
38283,2614BR,BR,-13,lying_bouts,1
38284,2614BR,BR,-12,lying_bouts,2
38285,2614BR,BR,-11,lying_bouts,1
38286,2614BR,BR,-10,lying_bouts,1
38287,2614BR,BR,-9,lying_bouts,0
38288,2614BR,BR,-8,lying_bouts,0
38289,2614BR,BR,-7,lying_bouts,1
38290,2614BR,BR,-6,lying_bouts,1
38291,2614BR,BR,-5,lying_bouts,1
38292,2614BR,BR,-4,lying_bouts,2
38293,2614BR,BR,-3,lying_bouts,1
38294,2614BR,BR,-2,lying_bouts,2
38295,2614BR,BR,-1,lying_bouts,2
38296,2614BR,BR,0,lying_bouts,3
38297,2614BR,BR,1,lying_bouts,0
38298,2614BR,BR,2,lying_bouts,1
38299,2614BR,BR,3,lying_bouts,1
38300,2614BR,BR,4,lying_bouts,2
38301,2614BR,BR,5,lying_bouts,0
38302,2614BR,BR,6,lying_bouts,1
38303,2614BR,BR,7,lying_bouts,1
38304,2614FL,FL,-64,lying_bouts,0
38305,2614FL,FL,-63,lying_bouts,1
38306,2614FL,FL,-62,lying_bouts,1
38307,2614FL,FL,-61,lying_bouts,1
38308,2614FL,FL,-60,lying_bouts,0
38309,2614FL,FL,-59,lying_bouts,1
38310,2614FL,FL,-58,lying_bouts,1
38311,2614FL,FL,-57,lying_bouts,1
38312,2614FL,FL,-56,lying_bouts,1
38313,2614FL,FL,-55,lying_bouts,0
38314,2614FL,FL,-54,lying_bouts,0
38315,2614FL,FL,-53,lying_bouts,1
38316,2614FL,FL,-52,lying_bouts,1
38317,2614FL,FL,-51,lying_bouts,1
38318,2614FL,FL,-50,lying_bouts,0
38319,2614FL,FL,-49,lying_bouts,1
38320,2614FL,FL,-48,lying_bouts,1
38321,2614FL,FL,-47,lying_bouts,0
38322,2614FL,FL,-46,lying_bouts,0
38323,2614FL,FL,-45,lying_bouts,1
38324,2614FL,FL,-44,lying_bouts,1
38325,2614FL,FL,-43,lying_bouts,1
38326,2614FL,FL,-42,lying_bouts,1
38327,2614FL,FL,-41,lying_bouts,1
38328,2614FL,FL,-40,lying_bouts,0
38329,2614FL,FL,-39,lying_bouts,0
38330,2614FL,FL,-38,lying_bouts,0
38331,2614FL,FL,-37,lying_bouts,4
38332,2614FL,FL,-36,lying_bouts,0
38333,2614FL,FL,-35,lying_bouts,0
38334,2614FL,FL,-34,lying_bouts,0
38335,2614FL,FL,-33,lying_bouts,2
38336,2614FL,FL,-32,lying_bouts,0
38337,2614FL,FL,-31,lying_bouts,1
38338,2614FL,FL,-30,lying_bouts,0
38339,2614FL,FL,-29,lying_bouts,0
38340,2614FL,FL,-28,lying_bouts,1
38341,2614FL,FL,-27,lying_bouts,0
38342,2614FL,FL,-26,lying_bouts,0
38343,2614FL,FL,-25,lying_bouts,1
38344,2614FL,FL,-24,lying_bouts,0
38345,2614FL,FL,-23,lying_bouts,0
38346,2614FL,FL,-22,lying_bouts,1
38347,2614FL,FL,-21,lying_bouts,0
38348,2614FL,FL,-20,lying_bouts,1
38349,2614FL,FL,-19,lying_bouts,0
38350,2614FL,FL,-18,lying_bouts,1
38351,2614FL,FL,-17,lying_bouts,0
38352,2614FL,FL,-16,lying_bouts,0
38353,2614FL,FL,-15,lying_bouts,1
38354,2614FL,FL,-14,lying_bouts,1
38355,2614FL,FL,-13,lying_bouts,1
38356,2614FL,FL,-12,lying_bouts,2
38357,2614FL,FL,-11,lying_bouts,1
38358,2614FL,FL,-10,lying_bouts,0
38359,2614FL,FL,-9,lying_bouts,1
38360,2614FL,FL,-8,lying_bouts,0
38361,2614FL,FL,-7,lying_bouts,1
38362,2614FL,FL,-6,lying_bouts,0
38363,2614FL,FL,-5,lying_bouts,1
38364,2614FL,FL,-4,lying_bouts,2
38365,2614FL,FL,-3,lying_bouts,2
38366,2614FL,FL,-2,lying_bouts,2
38367,2614FL,FL,-1,lying_bouts,2
38368,2614FL,FL,0,lying_bouts,2
38369,2614FL,FL,1,lying_bouts,2
38370,2614FL,FL,2,lying_bouts,1
38371,2614FL,FL,3,lying_bouts,1
38372,2614FL,FL,4,lying_bouts,2
38373,2614FL,FL,5,lying_bouts,0
38374,2614FL,FL,6,lying_bouts,1
38375,2614FL,FL,7,lying_bouts,1
38376,2661BL,BL,-2186,lying_bouts,1
38377,2661BL,BL,-2185,lying_bouts,0
38378,2661BL,BL,-2184,lying_bouts,0
38379,2661BL,BL,-2183,lying_bouts,1
38380,2661BL,BL,-2182,lying_bouts,1
38381,2661BL,BL,-2181,lying_bouts,0
38382,2661BL,BL,-2180,lying_bouts,0
38383,2661BL,BL,-2179,lying_bouts,0
38384,2661BL,BL,-2178,lying_bouts,0
38385,2661BL,BL,-2177,lying_bouts,0
38386,2661BL,BL,-2176,lying_bouts,1
38387,2661BL,BL,-2175,lying_bouts,0
38388,2661BL,BL,-2174,lying_bouts,0
38389,2661BL,BL,-2173,lying_bouts,1
38390,2661BL,BL,-2172,lying_bouts,0
38391,2661BL,BL,-2171,lying_bouts,0
38392,2661BL,BL,-2170,lying_bouts,0
38393,2661BL,BL,-2169,lying_bouts,1
38394,2661BL,BL,-2168,lying_bouts,0
38395,2661BL,BL,-2167,lying_bouts,0
38396,2661BL,BL,-2166,lying_bouts,1
38397,2661BL,BL,-2165,lying_bouts,0
38398,2661BL,BL,-2164,lying_bouts,1
